Income ,cigtax,edu_fa,edu_mo,birthorder,male,white,cig_p,bwghtlbs,lfaminc,,,,
32.5,18,16,12,2,1,1,0,7.6875,3.48124,,,,
11.5,18,0,12,1,1,0,0,8.5,2.442347,,,,
27.5,18,15,16,1,0,1,0,6.5,3.314186,,,,
17.5,18,0,13,2,0,0,20,8,2.862201,,,,
37.5,18,12,14,1,0,1,0,8,3.624341,,,,
10.5,18,9,9,2,1,1,0,10,2.351375,,,,
32.5,18,16,16,1,1,1,0,6.9375,3.48124,,,,
37.5,18,14,12,2,1,1,0,8.8125,3.624341,,,,
32.5,18,8,9,1,0,1,0,7.625,3.48124,,,,
37.5,18,12,16,1,0,1,0,6.125,3.624341,,,,
2.5,18,0,12,2,1,0,10,6,0.9162908,,,,
15.5,18,11,7,3,0,1,0,7.9375,2.74084,,,,
42.5,18,12,12,2,1,1,0,7.4375,3.749504,,,,
22.5,18,0,9,1,1,0,0,2.6875,3.113515,,,,
22.5,18,12,12,1,1,0,0,6.25,3.113515,,,,
2.5,18,0,11,1,0,1,0,8.6875,0.9162908,,,,
32.5,18,11,12,1,1,1,0,8,3.48124,,,,
32.5,18,16,16,1,0,1,0,7.1875,3.48124,,,,
18.5,18,0,12,1,1,0,0,7.5625,2.917771,,,,
27.5,18,0,12,1,1,1,0,8.375,3.314186,,,,
2.5,18,12,12,1,1,1,0,7.5,0.9162908,,,,
6.5,18,12,12,1,1,1,20,6.5,1.871802,,,,
37.5,18,12,12,1,0,1,0,10.625,3.624341,,,,
65,18,12,14,2,1,1,0,8.25,4.174387,,,,
47.5,18,12,12,1,0,1,0,7.875,3.86073,,,,
42.5,18,18,14,4,0,1,0,8.875,3.749504,,,,
27.5,18,12,12,2,0,1,0,6.4375,3.314186,,,,
32.5,18,12,17,1,1,1,0,7,3.48124,,,,
42.5,18,12,14,1,0,1,20,7.3125,3.749504,,,,
17.5,18,12,12,1,1,1,0,8.1875,2.862201,,,,
42.5,18,12,12,1,1,1,0,7.1875,3.749504,,,,
19.5,18,12,12,1,0,1,10,7.375,2.970414,,,,
32.5,18,12,12,4,1,1,0,6.625,3.48124,,,,
42.5,18,14,13,1,0,1,0,7.875,3.749504,,,,
14.5,18,11,11,2,1,1,20,6.5,2.674149,,,,
15.5,18,15,16,4,1,1,0,8.9375,2.74084,,,,
32.5,18,13,16,4,1,1,0,9.75,3.48124,,,,
37.5,18,18,17,2,1,1,0,8.5625,3.624341,,,,
6.5,18,12,12,2,1,1,0,7.875,1.871802,,,,
32.5,18,15,13,3,0,1,0,8.375,3.48124,,,,
42.5,18,12,14,1,0,1,0,5.5625,3.749504,,,,
27.5,18,11,12,1,0,1,20,4,3.314186,,,,
65,18,18,16,1,0,1,0,7.125,4.174387,,,,
65,18,16,16,1,1,1,0,7.5625,4.174387,,,,
27.5,18,12,12,1,0,1,0,6.8125,3.314186,,,,
32.5,25,14,16,1,0,1,0,2.375,3.48124,,,,
32.5,25,16,16,1,1,1,0,8,3.48124,,,,
37.5,25,11,16,2,1,1,0,8.25,3.624341,,,,
18.5,25,0,11,1,0,1,10,8.9375,2.917771,,,,
22.5,7,12,11,2,0,1,0,6.25,3.113515,,,,
42.5,7,7,12,1,0,1,6,6.6875,3.749504,,,,
27.5,7,16,16,2,0,1,0,6.4375,3.314186,,,,
37.5,7,12,14,1,1,1,0,9.8125,3.624341,,,,
11.5,7,12,12,2,0,0,0,7.875,2.442347,,,,
18.5,7,10,16,2,0,1,0,7.8125,2.917771,,,,
3.5,7,0,11,1,0,0,0,6.375,1.252763,,,,
18.5,7,12,12,1,0,0,0,6.125,2.917771,,,,
13.5,7,0,13,2,1,0,0,6,2.60269,,,,
22.5,7,12,16,1,0,1,0,8.375,3.113515,,,,
65,23,18,17,2,0,1,0,5.875,4.174387,,,,
22.5,23,12,12,2,0,1,0,5.25,3.113515,,,,
16.5,23,11,12,3,1,1,0,9.6875,2.80336,,,,
27.5,23,12,12,3,1,1,0,7.3125,3.314186,,,,
42.5,23,16,14,2,1,1,0,10.5625,3.749504,,,,
3.5,23,0,12,1,0,1,2,6.5625,1.252763,,,,
22.5,23,15,16,2,1,1,0,7.375,3.113515,,,,
19.5,23,12,13,1,1,1,0,7.0625,2.970414,,,,
12.5,13,10,10,1,0,1,0,7.125,2.525729,,,,
9.5,13,13,14,2,0,1,20,7.25,2.251292,,,,
4.5,13,0,12,2,1,1,10,4.9375,1.504077,,,,
27.5,13,16,14,1,1,1,0,6.8125,3.314186,,,,
47.5,13,12,13,2,1,1,0,9.125,3.86073,,,,
22.5,13,14,16,1,0,1,0,7.25,3.113515,,,,
9.5,13,10,12,1,1,1,0,5.8125,2.251292,,,,
65,13,14,13,2,1,1,0,6.75,4.174387,,,,
7.5,13,0,11,4,0,0,0,7.1875,2.014903,,,,
65,13,12,2,1,0,1,0,7.1875,4.174387,,,,
4.5,13,0,13,1,0,0,0,7.4375,1.504077,,,,
27.5,13,16,13,1,0,1,0,8,3.314186,,,,
19.5,13,12,13,2,0,0,0,7.4375,2.970414,,,,
6.5,13,0,10,2,1,1,0,6.375,1.871802,,,,
16.5,13,10,12,1,0,1,0,8.125,2.80336,,,,
65,13,14,13,2,1,1,0,8.75,4.174387,,,,
22.5,13,12,14,1,1,1,0,6.6875,3.113515,,,,
2.5,13,0,12,3,1,0,0,8.375,0.9162908,,,,
22.5,13,12,12,1,0,1,0,7.875,3.113515,,,,
32.5,13,17,12,2,0,1,0,8.9375,3.48124,,,,
9.5,13,12,12,1,1,1,0,7.625,2.251292,,,,
16.5,13,6,8,1,0,1,0,7,2.80336,,,,
32.5,13,16,16,1,1,1,0,9.4375,3.48124,,,,
17.5,13,12,8,3,1,1,0,7.9375,2.862201,,,,
6.5,13,12,9,3,0,0,0,9.875,1.871802,,,,
65,13,16,16,1,0,1,0,5.625,4.174387,,,,
37.5,13,14,16,1,1,1,0,7.125,3.624341,,,,
17.5,26,16,9,2,0,1,4,8.9375,2.862201,,,,
19.5,26,12,11,2,1,1,0,6.8125,2.970414,,,,
32.5,26,16,14,2,0,0,0,7.875,3.48124,,,,
42.5,26,15,15,2,0,0,6,9.5625,3.749504,,,,
32.5,26,14,12,3,0,1,0,7.6875,3.48124,,,,
18.5,26,12,12,1,0,1,0,4.5,2.917771,,,,
22.5,26,0,12,1,1,1,10,7.5625,3.113515,,,,
22.5,26,12,10,1,0,1,3,8.5625,3.113515,,,,
32.5,26,16,16,1,1,1,0,4,3.48124,,,,
18.5,26,12,8,1,1,1,0,7.4375,2.917771,,,,
12.5,26,12,10,1,0,1,0,8.5625,2.525729,,,,
9.5,26,2,10,1,0,1,0,6.125,2.251292,,,,
22.5,26,13,14,1,1,1,0,7.875,3.113515,,,,
27.5,26,13,16,1,1,1,0,8.875,3.314186,,,,
0.5,26,0,12,4,0,0,0,7.625,-0.6931472,,,,
22.5,26,6,9,2,0,1,0,7,3.113515,,,,
6.5,26,0,12,1,1,1,0,8.875,1.871802,,,,
65,26,16,18,1,0,1,0,6.75,4.174387,,,,
19.5,26,17,16,3,1,1,0,8,2.970414,,,,
27.5,26,16,18,2,0,0,0,7.75,3.314186,,,,
12.5,26,16,16,1,0,1,0,6.5,2.525729,,,,
42.5,26,15,15,2,1,1,0,7.375,3.749504,,,,
13.5,26,0,12,1,1,0,0,6,2.60269,,,,
65,26,16,16,1,0,1,0,6.625,4.174387,,,,
2.5,26,0,9,3,1,0,0,7.125,0.9162908,,,,
65,26,16,16,1,0,1,0,8.875,4.174387,,,,
9.5,26,0,12,1,0,0,0,4.625,2.251292,,,,
37.5,26,16,16,2,0,1,0,9.125,3.624341,,,,
19.5,26,12,12,1,1,0,0,8,2.970414,,,,
17.5,26,12,14,3,1,1,0,7.1875,2.862201,,,,
9.5,26,12,12,2,0,0,0,8.6875,2.251292,,,,
65,26,14,12,1,1,1,0,8.9375,4.174387,,,,
65,26,18,18,2,0,1,0,7.8125,4.174387,,,,
14.5,26,12,8,1,0,1,5,7.5,2.674149,,,,
32.5,26,14,13,1,1,1,5,7.5,3.48124,,,,
17.5,26,11,12,1,1,1,0,8.4375,2.862201,,,,
2.5,26,0,12,4,1,0,0,5.6875,0.9162908,,,,
18.5,26,13,10,1,0,1,0,7.3125,2.917771,,,,
22.5,26,12,13,2,0,1,0,7.4375,3.113515,,,,
65,26,16,16,1,1,1,20,8,4.174387,,,,
65,26,18,16,1,1,1,0,8.4375,4.174387,,,,
22.5,26,10,14,1,0,0,6,5.6875,3.113515,,,,
0.5,26,11,12,2,1,1,0,6.75,-0.6931472,,,,
22.5,26,4,14,1,1,1,0,6.875,3.113515,,,,
47.5,26,12,16,1,0,1,0,8.5,3.86073,,,,
65,26,18,15,1,1,1,0,7.875,4.174387,,,,
65,26,16,16,1,1,1,0,7.1875,4.174387,,,,
32.5,26,0,15,4,1,1,0,8.5,3.48124,,,,
65,26,16,14,2,1,1,0,7.25,4.174387,,,,
0.5,26,12,9,2,0,1,0,7.3125,-0.6931472,,,,
65,26,16,14,1,1,1,0,9.5,4.174387,,,,
42.5,26,16,16,2,1,1,0,7.75,3.749504,,,,
13.5,26,0,12,1,1,1,0,7.1875,2.60269,,,,
22.5,26,12,14,1,0,1,0,8.375,3.113515,,,,
65,26,16,16,1,1,0,0,9.125,4.174387,,,,
16.5,26,8,8,1,0,1,0,7.8125,2.80336,,,,
9.5,26,14,12,1,0,1,20,5.5625,2.251292,,,,
19.5,26,12,12,1,1,1,15,8,2.970414,,,,
11.5,26,10,12,1,1,0,0,8.3125,2.442347,,,,
8.5,26,0,12,1,0,1,0,7,2.140066,,,,
42.5,26,10,14,1,0,1,0,8.9375,3.749504,,,,
27.5,26,14,13,2,0,1,0,9.8125,3.314186,,,,
14.5,26,3,9,1,0,1,0,6.1875,2.674149,,,,
4.5,26,0,12,4,0,1,8,6,1.504077,,,,
15.5,26,12,9,2,1,0,0,8,2.74084,,,,
27.5,26,12,13,1,1,0,0,7.625,3.314186,,,,
65,26,16,14,1,1,1,0,7.4375,4.174387,,,,
16.5,26,12,12,2,1,1,0,10,2.80336,,,,
37.5,26,16,16,1,0,1,0,6.75,3.624341,,,,
65,26,15,15,1,1,1,0,7.125,4.174387,,,,
37.5,26,12,12,1,1,1,0,7.1875,3.624341,,,,
7.5,26,12,12,1,0,0,0,8.1875,2.014903,,,,
22.5,26,12,12,2,1,1,0,7.375,3.113515,,,,
47.5,26,14,16,3,1,1,0,9.3125,3.86073,,,,
32.5,26,12,12,1,1,1,0,7.125,3.48124,,,,
4.5,26,12,10,1,1,1,5,8.3125,1.504077,,,,
32.5,26,1,9,3,0,1,0,7,3.48124,,,,
15.5,26,9,12,1,1,1,0,6.3125,2.74084,,,,
1.5,26,12,9,1,0,0,10,5.375,0.4054651,,,,
65,26,15,14,1,1,1,0,7.8125,4.174387,,,,
37.5,26,16,12,1,0,1,0,8.4375,3.624341,,,,
12.5,26,10,10,1,0,1,0,6.5625,2.525729,,,,
16.5,26,12,12,2,1,1,0,6.6875,2.80336,,,,
47.5,26,16,16,3,0,1,0,6.0625,3.86073,,,,
0.5,26,0,12,2,1,0,0,9.875,-0.6931472,,,,
18.5,26,12,12,1,0,1,0,7.6875,2.917771,,,,
32.5,26,18,16,3,1,0,0,6.875,3.48124,,,,
13.5,26,0,16,1,1,0,0,4.625,2.60269,,,,
2.5,26,0,12,1,0,1,0,5.8125,0.9162908,,,,
47.5,26,18,14,1,1,1,0,9.9375,3.86073,,,,
32.5,26,12,14,1,0,0,0,7.125,3.48124,,,,
22.5,26,12,16,2,1,1,0,8.875,3.113515,,,,
65,26,14,12,1,1,1,0,8.6875,4.174387,,,,
9.5,26,12,9,5,1,1,0,8.25,2.251292,,,,
65,26,12,14,1,1,1,0,9.4375,4.174387,,,,
8.5,26,12,12,2,1,1,15,6.9375,2.140066,,,,
9.5,26,3,12,1,0,0,0,7.1875,2.251292,,,,
22.5,26,12,12,1,1,1,0,7.5,3.113515,,,,
22.5,26,12,12,1,1,1,0,9.6875,3.113515,,,,
65,26,18,12,1,0,1,12,8.1875,4.174387,,,,
22.5,26,12,12,1,1,1,0,7.75,3.113515,,,,
22.5,26,7,9,2,0,1,10,7.9375,3.113515,,,,
10.5,26,12,12,1,0,1,0,7.8125,2.351375,,,,
2.5,26,0,12,1,1,0,0,6.625,0.9162908,,,,
9.5,26,6,9,2,0,1,0,9,2.251292,,,,
4.5,26,0,12,3,1,0,0,6.8125,1.504077,,,,
0.5,26,0,12,2,1,0,46,7.5625,-0.6931472,,,,
32.5,26,16,13,2,1,1,0,6.9375,3.48124,,,,
47.5,26,11,12,1,1,1,0,9.0625,3.86073,,,,
5.5,26,0,11,2,1,0,0,8.1875,1.704748,,,,
17.5,26,12,9,5,1,1,0,8.0625,2.862201,,,,
10.5,26,12,12,2,0,1,20,5.75,2.351375,,,,
12.5,26,10,11,2,0,1,0,6.9375,2.525729,,,,
9.5,26,11,12,2,0,1,0,5.6875,2.251292,,,,
22.5,26,14,13,1,1,1,5,7.75,3.113515,,,,
32.5,26,11,12,3,1,1,0,8.125,3.48124,,,,
22.5,26,12,16,1,0,1,0,8.5625,3.113515,,,,
8.5,26,11,10,1,1,1,0,8,2.140066,,,,
1.5,26,0,12,2,1,0,0,8.3125,0.4054651,,,,
32.5,26,12,12,1,1,1,0,4.25,3.48124,,,,
15.5,26,16,16,1,1,1,0,6.0625,2.74084,,,,
37.5,26,14,14,1,0,1,0,7.75,3.624341,,,,
47.5,26,18,16,2,1,1,0,8.0625,3.86073,,,,
65,26,18,16,2,1,1,0,7.3125,4.174387,,,,
27.5,26,18,17,4,0,1,0,5.8125,3.314186,,,,
27.5,26,18,16,1,0,1,0,6.4375,3.314186,,,,
65,26,16,16,2,0,1,0,8.375,4.174387,,,,
32.5,26,12,14,1,0,1,0,6.3125,3.48124,,,,
7.5,26,12,12,2,1,1,0,8.5625,2.014903,,,,
4.5,26,0,14,2,1,0,0,9.5625,1.504077,,,,
22.5,23,10,10,2,0,1,40,6,3.113515,,,,
8.5,23,12,13,1,1,1,0,6.4375,2.140066,,,,
6.5,23,15,17,4,1,1,0,7,1.871802,,,,
27.5,23,17,16,1,0,1,0,6.75,3.314186,,,,
18.5,23,13,12,1,0,1,0,6.0625,2.917771,,,,
27.5,23,14,12,1,1,0,0,6.1875,3.314186,,,,
27.5,23,12,16,4,0,1,0,8.125,3.314186,,,,
22.5,23,14,14,2,1,1,0,9.25,3.113515,,,,
27.5,23,14,13,6,1,1,0,7.4375,3.314186,,,,
19.5,23,12,12,2,1,1,0,5.5625,2.970414,,,,
27.5,23,12,15,1,1,1,0,8,3.314186,,,,
37.5,23,13,12,2,0,1,0,8.125,3.624341,,,,
6.5,23,0,12,1,1,1,20,7.5,1.871802,,,,
32.5,23,13,16,5,0,1,0,9.125,3.48124,,,,
15.5,23,12,12,1,1,1,0,6.375,2.74084,,,,
27.5,23,12,12,2,0,1,0,8.25,3.314186,,,,
42.5,23,9,9,3,1,1,12,5.625,3.749504,,,,
32.5,23,12,12,3,1,1,0,7,3.48124,,,,
47.5,23,14,12,6,1,1,0,7.4375,3.86073,,,,
16.5,23,15,14,2,1,1,0,9.0625,2.80336,,,,
42.5,23,15,14,3,1,1,0,7.8125,3.749504,,,,
5.5,23,0,10,1,0,1,0,7.9375,1.704748,,,,
22.5,23,13,13,1,1,1,0,8.375,3.113515,,,,
65,23,17,17,1,1,1,0,8.6875,4.174387,,,,
27.5,17,12,12,1,0,1,10,6.625,3.314186,,,,
42.5,17,18,16,4,0,1,0,4.3125,3.749504,,,,
32.5,17,13,14,1,0,1,0,7.125,3.48124,,,,
4.5,17,0,12,1,1,1,20,6.9375,1.504077,,,,
12.5,2.5,14,12,3,1,0,5,7.6875,2.525729,,,,
65,2.5,16,16,4,0,1,0,10.75,4.174387,,,,
65,2.5,18,16,2,0,1,0,8,4.174387,,,,
22.5,2.5,10,12,1,0,1,0,8.625,3.113515,,,,
32.5,2.5,12,14,1,0,0,0,4.8125,3.48124,,,,
65,2.5,16,16,1,0,1,0,8.5625,4.174387,,,,
65,2.5,0,14,1,0,0,0,5.8125,4.174387,,,,
8.5,2.5,12,13,1,1,1,0,10,2.140066,,,,
47.5,2.5,12,12,1,0,1,0,6.5,3.86073,,,,
3.5,2.5,0,12,1,0,0,0,7.1875,1.252763,,,,
22.5,2.5,11,16,1,1,0,0,11,3.113515,,,,
65,2.5,16,18,2,0,1,0,5.4375,4.174387,,,,
27.5,2.5,0,12,5,1,0,50,5.625,3.314186,,,,
65,2.5,10,12,1,1,0,0,7.25,4.174387,,,,
10.5,2.5,16,14,2,0,1,0,8.375,2.351375,,,,
65,2.5,18,18,2,0,0,0,5.375,4.174387,,,,
19.5,2.5,12,10,1,0,1,0,6.875,2.970414,,,,
22.5,2.5,10,12,1,0,1,0,6.0625,3.113515,,,,
18.5,2.5,13,12,1,0,1,0,6.8125,2.917771,,,,
19.5,2.5,18,16,1,0,1,0,6.75,2.970414,,,,
22.5,2.5,10,14,1,1,0,0,7.875,3.113515,,,,
16.5,2.5,11,12,3,0,0,0,6.25,2.80336,,,,
65,2.5,12,14,1,0,1,0,8.5625,4.174387,,,,
65,2.5,18,18,1,0,1,0,7.1875,4.174387,,,,
22.5,2.5,11,13,1,0,1,20,8,3.113515,,,,
32.5,2.5,16,12,3,1,0,0,8.1875,3.48124,,,,
42.5,2.5,12,11,1,0,1,0,8.125,3.749504,,,,
6.5,31,12,12,1,0,1,0,8.0625,1.871802,,,,
27.5,31,12,12,1,0,1,0,7.125,3.314186,,,,
14.5,31,12,8,1,1,1,0,6.9375,2.674149,,,,
32.5,31,12,14,2,1,1,0,12,3.48124,,,,
65,31,12,10,1,0,1,5,5.4375,4.174387,,,,
15.5,31,12,12,1,1,0,0,6.125,2.74084,,,,
22.5,31,11,13,2,1,1,15,7.1875,3.113515,,,,
32.5,31,13,12,1,1,1,0,9.4375,3.48124,,,,
6.5,31,0,12,1,1,1,0,6,1.871802,,,,
15.5,31,16,12,1,1,1,0,3.375,2.74084,,,,
27.5,31,13,13,2,0,1,0,6.875,3.314186,,,,
17.5,31,2,5,4,1,1,0,7.8125,2.862201,,,,
37.5,31,12,14,1,1,1,0,6.75,3.624341,,,,
22.5,31,10,12,1,1,1,10,7,3.113515,,,,
4.5,31,0,11,1,0,1,9,8,1.504077,,,,
18.5,31,18,16,1,0,1,0,8.1875,2.917771,,,,
22.5,17,12,16,2,1,1,0,5.4375,3.113515,,,,
37.5,30,16,12,1,1,1,0,7.8125,3.624341,,,,
5.5,30,10,10,2,1,1,15,6.5,1.704748,,,,
16.5,30,12,12,3,1,0,0,9.3125,2.80336,,,,
17.5,30,14,14,1,1,1,0,10.375,2.862201,,,,
6.5,30,0,12,2,0,0,0,7.0625,1.871802,,,,
6.5,30,12,12,2,1,0,0,8.6875,1.871802,,,,
32.5,30,12,16,1,0,1,0,6.375,3.48124,,,,
22.5,30,12,12,1,1,1,0,8.6875,3.113515,,,,
15.5,30,11,13,2,0,1,0,7.4375,2.74084,,,,
6.5,30,0,11,2,0,0,10,5.6875,1.871802,,,,
27.5,30,16,13,4,0,1,0,9.5625,3.314186,,,,
42.5,30,15,14,2,1,0,0,5.4375,3.749504,,,,
9.5,30,0,12,1,1,1,15,5,2.251292,,,,
32.5,30,10,11,2,1,1,20,7.75,3.48124,,,,
22.5,30,17,18,2,1,1,0,9.3125,3.113515,,,,
4.5,30,13,14,1,1,1,0,8.4375,1.504077,,,,
27.5,30,12,12,1,1,0,0,8.25,3.314186,,,,
37.5,30,12,12,1,1,1,0,8.875,3.624341,,,,
8.5,30,0,12,3,0,1,0,8.125,2.140066,,,,
27.5,30,10,12,1,1,1,0,7.6875,3.314186,,,,
47.5,30,12,12,1,1,1,0,7.875,3.86073,,,,
32.5,30,13,16,1,1,1,0,7.25,3.48124,,,,
27.5,30,12,12,6,0,1,0,7.25,3.314186,,,,
6.5,30,0,9,2,0,0,0,6.1875,1.871802,,,,
12.5,30,12,12,3,0,1,3,7.4375,2.525729,,,,
32.5,30,14,15,1,0,1,0,7.625,3.48124,,,,
5.5,30,0,11,2,0,0,10,7.1875,1.704748,,,,
22.5,30,16,14,3,0,1,0,6.9375,3.113515,,,,
10.5,30,0,12,1,1,1,0,6.75,2.351375,,,,
32.5,30,16,13,1,1,1,0,8.75,3.48124,,,,
32.5,30,18,16,2,0,1,0,7.4375,3.48124,,,,
27.5,30,14,16,2,1,0,0,8.375,3.314186,,,,
12.5,30,16,14,1,1,1,15,8.125,2.525729,,,,
8.5,30,0,12,5,0,1,0,6.6875,2.140066,,,,
42.5,30,14,15,1,0,1,0,9.1875,3.749504,,,,
4.5,30,0,16,1,1,1,0,6.8125,1.504077,,,,
37.5,30,12,14,1,1,1,0,7.125,3.624341,,,,
18.5,30,12,12,1,1,1,0,7.375,2.917771,,,,
42.5,30,16,16,1,0,1,0,6.875,3.749504,,,,
42.5,30,12,12,1,0,1,0,7.9375,3.749504,,,,
17.5,30,11,10,2,1,1,20,6.375,2.862201,,,,
47.5,30,18,17,3,1,1,0,9.875,3.86073,,,,
22.5,30,15,16,1,0,1,0,7.0625,3.113515,,,,
15.5,30,12,12,1,1,1,0,7.5625,2.74084,,,,
1.5,30,10,11,3,0,0,0,8.125,0.4054651,,,,
5.5,30,0,12,1,1,0,0,5.3125,1.704748,,,,
12.5,30,14,12,1,1,1,0,5.4375,2.525729,,,,
22.5,30,16,16,3,0,1,0,8.4375,3.113515,,,,
27.5,30,12,12,4,1,1,0,6.875,3.314186,,,,
5.5,30,0,16,2,1,1,0,9.125,1.704748,,,,
65,8,18,16,2,0,1,0,8.4375,4.174387,,,,
27.5,8,0,14,2,0,1,0,7.375,3.314186,,,,
37.5,8,16,13,2,0,1,0,6.9375,3.624341,,,,